0.01  0.00386099  6.76732  5.73329  -0.000263489  108.289  0  0
0.01  0.0203256  6.76694  5.73367  0.023323  108.289  0  0
0.01  0.0498741  6.76436  5.73636  0.0655727  108.289  0  0
0.01  0.0923892  6.75638  5.74469  0.125917  108.288  0  0
0.01  0.147693  6.73859  5.76333  0.20296  108.287  0  0
0.01  0.215555  6.70563  5.7979  0.29395  108.286  0  0
0.01  0.295689  6.65177  5.85444  0.394188  108.282  0  0
0.01  0.38776  6.57162  5.93851  0.496622  108.278  0  0
0.01  0.491382  6.46125  6.05412  0.591575  108.272  0  0
0.01  0.606119  6.31965  6.20219  0.666944  108.266  0  0
0.01  0.731491  6.15022  6.37915  0.709125  108.259  0  0
0.01  0.866972  5.96184  6.57568  0.704764  108.251  0  0
0.01  1.01199  5.76935  6.77628  0.643169  108.244  0  0
0.01  1.16595  5.59295  6.95998  0.519239  108.238  0  0
0.01  1.32819  5.45601  7.10252  0.336173  108.233  0  0
0.01  1.49803  5.38158  7.17995  0.107366  108.231  0  0
0.01  1.67477  5.38784  7.17344  -0.143313  108.231  0  0
0.01  1.85767  5.48313  7.07424  -0.383717  108.235  0  0
0.01  2.04594  5.66225  6.8877  -0.578001  108.241  0  0
0.01  2.23882  5.90482  6.63484  -0.692986  108.251  0  0
0.01  2.43548  6.17693  6.35083  -0.705385  108.262  0  0
0.01  2.6351  6.43618  6.07975  -0.607792  108.274  0  0
0.01  2.83684  6.63945  5.86671  -0.411912  108.285  0  0
0.01  3.03987  6.75208  5.74883  -0.147504  108.29  0  0
0.01  3.24332  6.75405  5.74758  0.142069  108.287  0  0
0.01  3.44634  6.64458  5.8634  0.407789  108.279  0  0
0.01  3.64809  6.44315  6.07523  0.605849  108.266  0  0
0.01  3.84771  6.18465  6.34606  0.705985  108.253  0  0
0.01  4.04437  5.91226  6.63073  0.696099  108.241  0  0
0.01  4.23724  5.66855  6.88506  0.583368  108.232  0  0
0.01  4.42552  5.48751  7.0738  0.390817  108.225  0  0
0.01  4.60841  5.3897  7.17567  0.151348  108.221  0  0
0.01  4.78515  5.38064  7.18504  -0.0992992  108.221  0  0
0.01  4.955  5.45232  7.11029  -0.329031  108.224  0  0
0.01  5.11724  5.5869  6.96993  -0.513839  108.229  0  0
0.01  5.27119  5.76156  6.78767  -0.640093  108.236  0  0
0.01  5.41621  5.95302  6.58771  -0.704297  108.244  0  0
0.01  5.55169  6.14112  6.39106  -0.711301  108.253  0  0
0.01  5.67707  6.31092  6.21332  -0.671571  108.261  0  0
0.01  5.7918  6.45335  6.06398  -0.598308  108.269  0  0
0.01  5.89542  6.56487  5.94682  -0.505032  108.275  0  0
0.01  5.9875  6.64634  5.86106  -0.403855  108.28  0  0
0.01  6.06763  6.70149  5.80289  -0.304487  108.284  0  0
0.01  6.13549  6.73569  5.76682  -0.214046  108.286  0  0
0.01  6.1908  6.75453  5.7469  -0.137306  108.288  0  0
0.01  6.23331  6.76335  5.73755  -0.077105  108.288  0  0
0.01  6.26286  6.76652  5.73416  -0.034905  108.289  0  0
0.01  6.27932  6.76724  5.73338  -0.0113272  108.289  0  0
0.02  0.00386099  6.78222  6.58221  -0.00171123  105.651  0  0
0.02  0.0203256  6.78182  6.58261  0.0241814  105.651  0  0
0.02  0.0498741  6.7791  6.58564  0.0705529  105.651  0  0
0.02  0.0923892  6.77066  6.59517  0.136746  105.65  0  0
0.02  0.147693  6.75189  6.61655  0.221117  105.649  0  0
0.02  0.215555  6.71727  6.65619  0.320443  105.646  0  0
0.02  0.295689  6.66115  6.72079  0.429258  105.64  0  0
0.02  0.38776  6.57804  6.81637  0.539773  105.63  0  0
0.02  0.491382  6.4639  6.94711  0.641487  105.618  0  0
0.02  0.606119  6.31783  7.11367  0.721366  105.604  0  0
0.02  0.731491  6.14351  7.31165  0.764893  105.589  0  0
0.02  0.866972  5.95034  7.53032  0.75811  105.575  0  0
0.02  1.01199  5.75367  7.75237  0.690091  105.561  0  0
0.02  1.16595  5.57403  7.95482  0.555915  105.549  0  0
0.02  1.32819  5.43491  8.11143  0.359331  105.54  0  0
0.02  1.49803  5.35942  8.1964  0.114593  105.535  0  0
0.02  1.67477  5.3658  8.1895  -0.153271  105.535  0  0
0.02  1.85767  5.46253  8.08098  -0.410651  105.54  0  0
0.02  2.04594  5.64472  7.87604  -0.61983  105.552  0  0
0.02  2.23882  5.89227  7.59673  -0.745435  105.57  0  0
0.02  2.43548  6.17122  7.28071  -0.761742  105.592  0  0
0.02  2.6351  6.43817  6.97649  -0.659248  105.618  0  0
0.02  2.83684  6.64848  6.73505  -0.448726  105.641  0  0
0.02  3.03987  6.76659  6.60003  -0.16023  105.651  0  0
0.02  3.24332  6.76838  6.59927  0.157785  105.647  0  0
0.02  3.44634  6.65347  6.73309  0.447136  105.631  0  0
0.02  3.64809  6.44435  6.97427  0.65932  105.606  0  0
0.02  3.84771  6.1777  7.27892  0.76357  105.58  0  0
0.02  4.04437  5.89864  7.59588  0.749008  105.557  0  0
0.02  4.23724  5.65053  7.87669  0.62522  105.538  0  0
0.02  4.42552  5.46702  8.08386  0.417714  105.525  0  0
0.02  4.60841  5.36811  8.19526  0.16144  105.518  0  0
0.02  4.78515  5.35897  8.20545  -0.106238  105.518  0  0
0.02  4.955  5.43148  8.12364  -0.351899  105.522  0  0
0.02  5.11724  5.56786  7.96964  -0.550451  105.532  0  0
0.02  5.27119  5.74537  7.76887  -0.687375  105.545  0  0
0.02  5.41621  5.94068  7.54748  -0.758559  105.561  0  0
0.02  5.55169  6.13339  7.32844  -0.768587  105.578  0  0
0.02  5.67707  6.30801  7.12925  -0.72809  105.594  0  0
0.02  5.7918  6.45498  6.96085  -0.650827  105.61  0  0
0.02  5.89542  6.57038  6.82793  -0.551186  105.624  0  0
0.02  5.9875  6.65493  6.73003  -0.442267  105.635  0  0
0.02  6.06763  6.71247  6.66317  -0.334599  105.643  0  0
0.02  6.13549  6.74852  6.62142  -0.236012  105.647  0  0
0.02  6.1908  6.76853  6.59824  -0.152047  105.649  0  0
0.02  6.23331  6.77794  6.58731  -0.0860451  105.65  0  0
0.02  6.26286  6.78135  6.58329  -0.039738  105.65  0  0
0.02  6.27932  6.78213  6.58234  -0.0138566  105.651  0  0
0.03  0.00386099  6.79712  7.43113  -0.00315898  103.012  0  0
0.03  0.0203256  6.7967  7.43155  0.0250398  103.013  0  0
0.03  0.0498741  6.79384  7.43493  0.0755332  103.013  0  0
0.03  0.0923892  6.78494  7.44564  0.147576  103.012  0  0
0.03  0.147693  6.76519  7.46978  0.239274  103.011  0  0
0.03  0.215555  6.72891  7.51448  0.346935  103.007  0  0
0.03  0.295689  6.67053  7.58714  0.464327  102.997  0  0
0.03  0.38776  6.58447  7.69424  0.582925  102.982  0  0
0.03  0.491382  6.46655  7.8401  0.691398  102.963  0  0
0.03  0.606119  6.31601  8.02514  0.775789  102.942  0  0
0.03  0.731491  6.1368  8.24415  0.820661  102.92  0  0
0.03  0.866972  5.93884  8.48497  0.811456  102.898  0  0
0.03  1.01199  5.738  8.72845  0.737013  102.877  0  0
0.03  1.16595  5.5551  8.94965  0.592591  102.859  0  0
0.03  1.32819  5.41381  9.12034  0.382488  102.846  0  0
0.03  1.49803  5.33726  9.21286  0.12182  102.839  0  0
0.03  1.67477  5.34376  9.20556  -0.16323  102.838  0  0
0.03  1.85767  5.44193  9.08771  -0.437585  102.846  0  0
0.03  2.04594  5.62719  8.86439  -0.661659  102.863  0  0
0.03  2.23882  5.87971  8.55862  -0.797884  102.889  0  0
0.03  2.43548  6.1655  8.21059  -0.818099  102.922  0  0
0.03  2.6351  6.44015  7.87324  -0.710705  102.961  0  0
0.03  2.83684  6.65752  7.60338  -0.485539  102.998  0  0
0.03  3.03987  6.78109  7.45123  -0.172955  103.011  0  0
0.03  3.24332  6.78272  7.45096  0.173501  103.007  0  0
0.03  3.44634  6.66237  7.60279  0.486483  102.984  0  0
0.03  3.64809  6.44555  7.87332  0.712792  102.946  0  0
0.03  3.84771  6.17076  8.21178  0.821155  102.907  0  0
0.03  4.04437  5.88502  8.56103  0.801917  102.873  0  0
0.03  4.23724  5.6325  8.86832  0.667072  102.844  0  0
0.03  4.42552  5.44652  9.09392  0.444611  102.825  0  0
0.03  4.60841  5.34653  9.21485  0.171533  102.815  0  0
0.03  4.78515  5.3373  9.22586  -0.113178  102.814  0  0
0.03  4.955  5.41063  9.13699  -0.374766  102.821  0  0
0.03  5.11724  5.54881  8.96934  -0.587063  102.835  0  0
0.03  5.27119  5.72918  8.75007  -0.734656  102.854  0  0
0.03  5.41621  5.92835  8.50725  -0.81282  102.878  0  0
0.03  5.55169  6.12566  8.26582  -0.825872  102.902  0  0
0.03  5.67707  6.3051  8.04518  -0.78461  102.928  0  0
0.03  5.7918  6.45661  7.85773  -0.703346  102.951  0  0
